MMSI,Ship Name,lat,lon,low_confidence,n_pings,score,is_anomalous,flags,reason
1193046,NAUTICAST,37.03302,27.42871,False,11,1.35,False,,
2424103,QUILATES,35.28347,-3.6785,True,1,,,,only 1 ping(s) - not enough data to score reliably
91800040,GODWYN NO15,35.92803,16.05734,True,2,,,,only 2 ping(s) - not enough data to score reliably
109110432,EX NIHILO BOUEE 2,44.63537,-1.29837,False,4,0.98,False,,
201000058,ARIA-T,40.86478,18.8274,True,1,,,,only 1 ping(s) - not enough data to score reliably
201000099,MARE ADRIATIK,41.46993,19.38164,False,8,0.59,False,,
201000128,AUCLA,41.3864,19.25237,False,6,1.29,False,,
201005555,MATTEO&MELISSA,40.81554,18.85662,False,3,0.35,False,,
201008855,CELEPIJA V,40.90087,18.83532,True,1,,,,only 1 ping(s) - not enough data to score reliably
201100084,SAN BENIGNO,35.93829,0.07964,True,2,,,,only 2 ping(s) - not enough data to score reliably
201100092,,41.31385,19.45916,True,2,,,,only 2 ping(s) - not enough data to score reliably
201100124,RAFAELO,36.25978,34.72922,False,4,1.31,False,signal gap of 793s,
201100136,KRISTI 1,41.30349,19.45342,False,3,1.4,False,signal gap of 941s,
201100147,ADRIATIK,41.30621,19.45076,False,6,0.89,False,,
201100179,DYRRAH,41.37398,19.41734,True,1,,,,only 1 ping(s) - not enough data to score reliably
201100180,DYRRAH II,41.37404,19.41747,False,11,1.0,False,,
201100182,EPIDAMN II,41.30597,19.45092,False,13,1.29,False,,
201100435,SERXHO,40.92056,18.93005,False,12,0.64,False,,
201110301,SHPRESA II,40.99579,18.85404,False,3,0.3,False,,
201777777,UNIVERSITETI DURRES,41.3134,19.43418,False,3,1.29,False,signal gap of 927s,
203245290,HAPPY DAY,37.90601,20.70649,False,3,2.11,False,signal gap of 1437s,
203245405,AMICI DEL MARE 2,37.66206,24.24219,False,3,0.57,False,,
203246938,BAILANDO,45.53601,13.65448,True,1,,,,only 1 ping(s) - not enough data to score reliably
203246981,BELLA II,38.36147,21.4253,True,1,,,,only 1 ping(s) - not enough data to score reliably
203246999,PAS DE DEUX,37.30133,23.14375,False,5,0.67,False,,
203247847,SEABLADE,44.53327,14.467,True,2,,,,only 2 ping(s) - not enough data to score reliably
203248550,BAGHIRA,45.53644,13.65591,False,4,1.35,False,signal gap of 887s,
203256200,PANNIKE,45.7002,13.14912,False,3,0.67,False,,
203291200,INSIEME,38.033,-0.53937,False,8,0.7,False,,
203505100,SCARAMOUCHE II,39.55916,2.62721,True,2,,,,only 2 ping(s) - not enough data to score reliably
203622200,NAJADE,45.69918,13.07294,True,1,,,,only 1 ping(s) - not enough data to score reliably
203650100,ATAIR,43.14763,6.64199,False,7,0.95,False,,
203684200,STEFANIE,38.36081,21.41824,False,4,0.76,False,,
203727100,BODAN,44.57196,14.41061,False,6,0.92,False,,
205222370,EOLE,43.41197,6.7813,False,3,1.0,False,signal gap of 722s,
205228230,AMILY,42.03022,8.58847,True,1,,,,only 1 ping(s) - not enough data to score reliably
205296770,JACK,41.38057,2.18494,False,8,1.28,False,,
205343470,MICHKA,41.37354,2.18351,False,6,1.26,False,,
205345130,NURA,39.42199,-0.3197,False,7,0.95,False,,
205346030,GORDITA,39.55451,2.62578,False,5,0.88,False,,
205379970,INDIANA BLUES,38.27537,21.16452,False,11,0.78,False,,
205407570,PYTAGHORE,43.56648,7.08033,False,4,0.87,False,,
205410270,FYNIX,37.67658,23.38978,False,5,1.09,False,,
205422000,GOLDEN FORWARD,36.14277,20.32278,True,1,,,,only 1 ping(s) - not enough data to score reliably
205499800,SIROCCO,44.72294,-1.32477,False,11,0.82,False,,
205515670,LE RESCATOR,41.67456,9.37766,True,1,,,,only 1 ping(s) - not enough data to score reliably
205535600,YOLO,37.28785,15.19504,True,1,,,,only 1 ping(s) - not enough data to score reliably
205606670,MARANNE II,39.46068,-0.32475,True,2,,,,only 2 ping(s) - not enough data to score reliably
205622670,,43.24645,5.36466,True,2,,,,only 2 ping(s) - not enough data to score reliably
205635170,PHILAU,38.84032,0.18574,False,6,1.78,False,,
205640670,SUNDREAM VI,43.65558,7.18091,True,2,,,,only 2 ping(s) - not enough data to score reliably
205662630,NAMIB,39.00585,1.23069,True,1,,,,only 1 ping(s) - not enough data to score reliably
205665570,TEQUILA GT TIME,39.54819,2.59836,False,6,1.2,False,,
205681000,WARISOULX,41.05278,1.21134,False,8,0.9,False,,
205703000,GREEN ZEEBRUGGE,44.39785,8.85161,False,6,0.76,False,,
205788000,LA BELLE DES OCEANS,42.70177,9.45355,False,4,1.37,False,signal gap of 904s,
205834910,TAI-PAN,41.37909,2.22088,False,13,1.1,False,,
205997030,VICTORIA,38.97585,1.29923,True,1,,,,only 1 ping(s) - not enough data to score reliably
207038000,AKADEMIK,43.18398,27.90027,False,3,0.96,False,,
207080000,PILOT 2,43.19045,27.92087,True,1,,,,only 1 ping(s) - not enough data to score reliably
207133000,AGAMEMNON,43.18992,27.91002,False,12,0.92,False,,
207224000,ALEXANDRA,43.20068,27.88872,False,11,1.38,False,,
207267000,VLADA,43.19328,27.90538,False,5,0.88,False,,
207346300,ANTEY,43.18936,27.91342,False,4,1.25,False,signal gap of 903s,
207391000,CASTOR,43.19569,27.90968,False,13,0.88,False,,
207402000,SANMAR XIV,43.19557,27.9138,False,5,1.36,False,signal gap of 894s,
207453000,KALIAKRA,43.19331,27.90926,False,4,0.88,False,,
207506400,BUL NAVAL RSV 421,43.19109,27.91494,False,5,1.0,False,,
207777000,SHIPCOM,43.26097,28.01434,False,6,1.03,False,,
207822620,TRIGONA,43.28335,28.54281,False,3,0.32,False,,
207822820,F/V LAVRAK VN71-49,43.18415,27.89926,True,1,,,,only 1 ping(s) - not enough data to score reliably
207826250,ARMEEC@@@G@@037,43.1894,27.96033,False,4,0.73,False,,
207827320,HARASIMOV MLADSHI,43.08307,28.39928,False,12,0.94,False,,
207827970,THEA VII,43.19215,27.92114,False,8,0.95,False,,
207828660,,43.28881,28.53174,True,1,,,,only 1 ping(s) - not enough data to score reliably
207829330,PILOT 1,43.1909,27.92084,False,6,0.89,False,,
207829520,IVA 1,43.1841,27.89941,False,5,0.86,False,,
207834870,RIGEL,43.19536,27.90962,False,10,1.28,False,,
207835220,NEPTUN-70,43.26647,28.52547,False,10,0.67,False,,
207835250,ETERNAL FLAME,43.30093,28.05208,True,1,,,,only 1 ping(s) - not enough data to score reliably
207835580,SV.NIKOLA,42.84694,28.21894,False,6,1.06,False,,
207836580,CARPE VENTUM,43.19169,27.92111,True,2,,,,only 2 ping(s) - not enough data to score reliably
207836920,PILOT 3,43.19057,27.92086,True,1,,,,only 1 ping(s) - not enough data to score reliably
207837730,QUEEN  ELIZA,43.19178,27.92092,False,4,1.1,False,,
207837760,EUPHORIA,43.6963,7.32157,False,4,0.9,False,,
207838370,KRZ-9,43.19007,27.90076,True,1,,,,only 1 ping(s) - not enough data to score reliably
207838380,KRZ-10,43.19028,27.90069,True,1,,,,only 1 ping(s) - not enough data to score reliably
207838390,KRZ-12,43.1903,27.90084,False,3,1.14,False,signal gap of 741s,
207838420,KRZ-13,43.19009,27.90085,False,4,0.73,False,,
207838640,POLARIS II,43.18983,27.92086,False,5,1.18,False,,
207838720,SV. TOMA,43.18753,27.91862,True,1,,,,only 1 ping(s) - not enough data to score reliably
207838730,,41.38795,2.19987,True,2,,,,only 2 ping(s) - not enough data to score reliably
207838860,K2,37.93099,23.64872,True,1,,,,only 1 ping(s) - not enough data to score reliably
207838890,NANGARA,43.58508,7.12647,True,2,,,,only 2 ping(s) - not enough data to score reliably
207838920,GREY GALE,43.17988,27.93287,False,11,1.23,False,,
207838990,NEREIDA,43.19068,27.92086,False,4,0.61,False,,
207839270,M/Y V,43.58726,7.1261,False,3,0.55,False,,
207839370,THEA VI,43.19225,27.92086,False,4,0.63,False,,
207842480,VIVA 4,37.93652,23.66156,False,4,0.6,False,,
207842580,SHAKI,43.19186,27.92073,False,4,0.75,False,,
209056000,MSC NORDIC F,39.41869,-0.07755,False,12,0.95,False,,
209166000,P&O KALYPSO,34.65254,33.01664,False,3,0.16,False,,
209212000,MARIA MBOUMBOULINA,34.66925,33.04308,False,4,0.99,False,,
209224000,SERINA,34.66634,33.04305,False,4,0.98,False,,
209262000,ASTERION II,37.94576,23.63669,False,3,0.62,False,,
209348000,HEDY LAMARR,39.42715,-0.15167,False,19,1.45,False,implied speed of 51 kts between pings (physically implausible),
209352000,PETSAS I,34.66447,33.02968,False,3,0.46,False,,
209410000,GOLDEN BRIDGE,37.39963,-0.55274,False,8,1.66,False,signal gap of 884s,
209440000,CHAMPION JET 1,37.45315,25.1277,False,14,1.81,False,,
209462000,HYPATIA DEALEJANDRI,40.85199,2.2084,False,13,1.48,False,implied speed of 52 kts between pings (physically implausible),
209481000,RIGEL VII,41.31353,19.45384,False,3,1.63,False,signal gap of 1079s,
209492000,VTS AYIA MARINA,34.92796,33.64134,True,2,,,,only 2 ping(s) - not enough data to score reliably
209581000,FLY ME TO THE MOON,43.7354,7.42364,False,3,1.63,False,signal gap of 1091s,
209630000,CAT I,37.41292,24.34826,True,2,,,,only 2 ping(s) - not enough data to score reliably
209653000,CHAMPION JET 3,36.72531,24.41571,True,1,,,,only 1 ping(s) - not enough data to score reliably
209688000,EDT SUSAN II,34.64509,33.01004,False,6,0.86,False,,
209815000,SKIP,34.68632,33.07182,False,3,2.12,False,signal gap of 1443s,
209819000,NAXOS II,31.26783,32.36701,False,12,0.86,False,,
209835000,ASTRAIA,34.64756,33.01097,True,2,,,,only 2 ping(s) - not enough data to score reliably
209846000,LEON,31.62162,31.72216,True,1,,,,only 1 ping(s) - not enough data to score reliably
209873000,JAUME I,39.85726,3.32152,True,1,,,,only 1 ping(s) - not enough data to score reliably
209897000,REALITY,34.70921,33.1663,True,2,,,,only 2 ping(s) - not enough data to score reliably
209939000,ILE ROUGE,37.95874,23.56332,True,2,,,,only 2 ping(s) - not enough data to score reliably
209969000,IRIS,32.81876,35.00629,False,4,1.37,False,signal gap of 909s,
210012000,MARGARITA SALAS,40.8815,2.67446,False,16,6.61,False,implied speed of 304 kts between pings (physically implausible),
210023000,,34.72737,33.34065,True,1,,,,only 1 ping(s) - not enough data to score reliably
210049000,ELEANOR ROOSEVELT,38.86302,0.23021,False,23,2.08,False,implied speed of 89 kts between pings (physically implausible),
210052000,EUROCHAMPION JET 2,37.52138,24.25385,False,3,1.14,False,,
210096000,ENERGEIA,38.0243,23.52171,False,4,1.36,False,signal gap of 900s,
210227000,ARIA 1,37.93126,23.64946,False,5,0.99,False,,
210297000,VASSILIOS,34.66913,32.48741,True,1,,,,only 1 ping(s) - not enough data to score reliably
210329000,RUSADIR,36.12581,-3.74502,True,1,,,,only 1 ping(s) - not enough data to score reliably
210330000,LEDRA EXPLORER,42.38179,27.98387,False,15,0.48,False,,
210391000,MASTER,43.57008,10.28886,False,3,0.51,False,,
210405000,ULTENCY,34.66518,33.04102,False,3,1.09,False,,
210412000,ALEXANDRIA,34.66623,33.12008,False,15,0.58,False,,
210420000,ANGKALIA,37.93315,23.67979,False,5,1.26,False,signal gap of 745s,
210515000,SOLVIK,37.1946,15.19202,False,4,1.0,False,signal gap of 722s,
210561000,RADUGA ALTAIR,42.9108,10.59295,True,1,,,,only 1 ping(s) - not enough data to score reliably
210567000,BAHAMA MAMA,40.96078,2.14908,False,8,1.08,False,,
210569000,LUNDSTROM TIDE,32.81358,35.02639,False,8,0.96,False,,
210588000,LEDRA PRIDE,34.49568,33.25755,False,9,1.53,False,,
210613000,ISLAND RUBY,34.68015,33.07354,False,4,1.36,False,signal gap of 900s,
210627000,MOLVIK,37.28501,15.55051,False,5,1.03,False,,
210684000,EDT MIMI,34.64521,33.00913,True,1,,,,only 1 ping(s) - not enough data to score reliably
210688000,AMAZONITH,43.06875,10.12857,False,8,1.47,False,signal gap of 920s,
210719000,PATRIS,34.65252,33.01813,False,14,2.49,False,implied speed of 88 kts between pings (physically implausible),
210726000,MYTHOS,34.66737,33.04042,False,5,0.76,False,,
210729000,ISLAND HORIZON,34.66234,33.05567,False,5,0.85,False,,
210740000,LENA,37.43598,24.94019,False,4,0.89,False,,
210741000,AERO 4 HIGHSPEED,37.94299,23.64115,False,12,1.16,False,,
210766000,GRENDI HORIZON,39.21133,9.07521,True,2,,,,only 2 ping(s) - not enough data to score reliably
210772000,KERRY,39.3591,-0.03541,False,19,0.93,False,,
210886000,MMS ONISILOS,34.64753,33.01985,False,8,1.35,False,signal gap of 856s,
210888000,ISLAND POLARIS,32.82112,35.00586,False,4,1.12,False,signal gap of 733s,
210911000,CAPE KASOS,36.8258,5.88614,True,1,,,,only 1 ping(s) - not enough data to score reliably
210962000,RED ONE,34.66891,33.03977,False,7,0.84,False,,
210965000,CHAMPIONSLEAGUEJET2,37.94957,23.60199,True,1,,,,only 1 ping(s) - not enough data to score reliably
210967000,CHAMPIONSLEAGUE JET1,37.94507,23.63983,False,5,0.76,False,,
210976000,REGINA BALTICA,35.93559,0.07852,False,5,1.2,False,,
210977000,TERA JET 2,37.86746,24.71561,False,5,2.57,False,implied speed of 91 kts between pings (physically implausible),
211104350,TICAROL,39.56565,2.6338,False,5,0.55,False,,
211107560,SC PUFFIN,36.64268,27.11796,True,1,,,,only 1 ping(s) - not enough data to score reliably
211109770,ALDEBARAN,38.35979,21.41784,False,4,0.57,False,,
211122380,LADY FIONA,38.84585,0.11271,False,5,1.34,False,,
211125590,NON DUAAL,38.36273,21.42301,False,4,1.0,False,,
211131900,SOLIDAIRE,42.92146,9.60975,False,10,1.04,False,,
211137770,,43.27167,6.63378,True,1,,,,only 1 ping(s) - not enough data to score reliably
211141470,MALTHECHI,45.70033,13.14871,True,2,,,,only 2 ping(s) - not enough data to score reliably
211141520,MAVI MAR,43.56503,7.07754,False,3,0.5,False,,
211144690,AVENTORIA,39.20749,0.23595,False,7,1.16,False,,
211154030,WILSON,39.86095,-0.07201,True,2,,,,only 2 ping(s) - not enough data to score reliably
211164740,ESPRESSO 2,39.53493,2.41532,False,3,0.89,False,,
211173450,ALBATROS,44.57181,14.40865,True,1,,,,only 1 ping(s) - not enough data to score reliably
211177380,MYSTIK,36.70858,-4.41304,True,2,,,,only 2 ping(s) - not enough data to score reliably
211196040,GIN MAR,39.54708,2.38698,False,5,0.95,False,,
211222340,BARELLI,38.7929,0.24463,False,5,1.07,False,,
211228930,AVENTI,41.43655,2.24336,False,7,1.25,False,,
211237170,RAUSCHKUGEL,37.65452,21.32697,True,1,,,,only 1 ping(s) - not enough data to score reliably
211242730,ALEGRIA,39.55779,2.3474,False,5,0.72,False,,
211252300,SEA DWELLER,40.4424,18.42475,False,12,0.72,False,,
211252930,SY MAKAI,39.55898,2.62978,False,3,0.51,False,,
211295110,GIPSY,39.55547,2.62538,False,5,1.24,False,signal gap of 748s,
211297940,CAVALLO,38.39315,21.10397,False,5,1.11,False,signal gap of 727s,
211303890,BOENNY,38.34202,-0.48138,False,3,1.31,False,signal gap of 899s,
211318940,ALEGRIA,37.49995,15.09348,False,6,1.36,False,signal gap of 741s,
211338330,VINGILOT2,43.56566,7.08176,False,3,0.48,False,,
211350260,KERBIAN,39.42326,-0.31865,False,4,0.56,False,,
211360150,SIWA,41.93121,8.74191,True,2,,,,only 2 ping(s) - not enough data to score reliably
211366950,OUR DREAM,41.25542,2.11375,False,7,0.87,False,,
211372760,SUKHA 3,39.54621,2.38429,True,1,,,,only 1 ping(s) - not enough data to score reliably
211384270,,39.55978,2.62886,True,1,,,,only 1 ping(s) - not enough data to score reliably
211392340,KONTIKI,43.40762,6.74507,False,5,0.99,False,,
211417020,CAMELOT,41.47605,2.3141,False,3,2.02,False,signal gap of 1365s,
211432150,MAREE,43.68962,7.33679,True,2,,,,only 2 ping(s) - not enough data to score reliably
211439300,SEABREEZE,39.54618,2.38285,False,5,0.88,False,,
211457690,AMUN HARALD,38.3896,21.83118,True,2,,,,only 2 ping(s) - not enough data to score reliably
211467900,STURMVOGEL,44.67337,14.40071,False,3,0.4,False,,
211477080,SERENITY,41.43533,2.24289,False,6,1.09,False,,
211479580,,38.27,20.80773,True,2,,,,only 2 ping(s) - not enough data to score reliably
211521660,NOVA,43.52373,3.93297,False,3,0.5,False,,
211521680,FRIEDERIKE,37.65462,21.32858,False,5,0.73,False,,
211538510,SCHARHOERN,39.54648,2.38425,False,4,0.51,False,,
211564080,BRIGANTINA,38.36096,21.41774,False,3,1.41,False,signal gap of 934s,
211584280,MYSUNO,39.5435,2.38332,False,4,0.73,False,,
211615870,HOLLY GOLIGHTLY,37.02388,22.10877,True,1,,,,only 1 ping(s) - not enough data to score reliably
211674830,ESCAPE,45.78434,13.53507,True,2,,,,only 2 ping(s) - not enough data to score reliably
211683620,PHIJUMARA,38.39015,21.83287,False,3,0.46,False,,
211684870,ANIMA MEA,45.53604,13.6569,True,1,,,,only 1 ping(s) - not enough data to score reliably
211711160,SEDONA,42.33965,9.54169,True,2,,,,only 2 ping(s) - not enough data to score reliably
211716220,TITANEON II,39.54916,2.60022,True,1,,,,only 1 ping(s) - not enough data to score reliably
211736420,SY OCEAN SPIRIT,39.89601,0.68658,True,1,,,,only 1 ping(s) - not enough data to score reliably
211738470,,39.56439,2.62986,True,2,,,,only 2 ping(s) - not enough data to score reliably
211751140,REVENANT,38.33961,-0.48387,False,4,0.61,False,,
211755100,MALAJA,45.4752,13.38836,True,1,,,,only 1 ping(s) - not enough data to score reliably
211756320,VIENI VIA CON ME,43.56592,7.08154,False,3,0.48,False,,
211760200,EOS,39.33027,0.55051,False,8,0.87,False,,
211760570,MH,39.5569,2.6261,False,4,0.59,False,,
211766560,INAE,39.54737,2.38516,False,7,0.85,False,,
211780250,X,43.78336,7.52017,False,4,1.37,False,signal gap of 906s,
211786400,ASKEW,44.41134,8.92371,False,4,1.47,False,signal gap of 899s,
211792520,RONJA,37.77044,23.42108,False,5,1.43,False,,
211801710,M-3,39.51417,2.46943,True,2,,,,only 2 ping(s) - not enough data to score reliably
211803060,,45.97778,-1.22851,True,1,,,,only 1 ping(s) - not enough data to score reliably
211814590,SALTY MOMENTS,39.56506,2.63368,False,10,0.95,False,,
211822240,SORAYA,34.66781,33.03984,False,6,0.98,False,,
211838960,MILA,39.01695,-0.15448,False,8,1.43,False,sharp turn of 168 deg (while moving),
211839150,INCANTO,45.64803,13.76118,True,1,,,,only 1 ping(s) - not enough data to score reliably
211840510,LEBEN,43.58648,7.12309,True,2,,,,only 2 ping(s) - not enough data to score reliably
211840990,PELICANO,43.78304,7.5197,True,2,,,,only 2 ping(s) - not enough data to score reliably
211868480,CAJA 111948-A,39.54511,2.38225,False,3,1.01,False,signal gap of 726s,
211871090,ANJAMIA,38.36081,21.41715,False,3,0.91,False,,
211871360,AMANACI,39.10483,1.44312,False,8,0.63,False,,
211877350,BELLA,39.55876,2.62969,True,2,,,,only 2 ping(s) - not enough data to score reliably
211886810,AL NASRIYAH,32.17872,31.29148,False,3,0.77,False,,
211887090,LINAH,41.91984,16.57987,False,8,0.67,False,,
211887140,,40.6199,0.59994,True,2,,,,only 2 ping(s) - not enough data to score reliably
211889040,CABEANCA,43.11143,5.76204,True,1,,,,only 1 ping(s) - not enough data to score reliably
211889230,CBYSEA,39.55807,2.62813,False,6,1.25,False,signal gap of 735s,
211891920,FLODDER,38.36142,21.41686,False,6,1.09,False,,
211893260,,44.33164,9.21814,True,1,,,,only 1 ping(s) - not enough data to score reliably
212019000,P&O IRIDA,34.65021,33.02521,False,3,0.68,False,,
212028000,ANGELO B,40.83195,14.29561,False,10,0.86,False,,
212125082,MMS 1,34.64807,33.02214,False,7,1.65,False,,
212184000,MSC BRIDGE,38.25288,12.58914,False,17,1.29,False,,
212224000,RIGEL III,41.314,19.45333,True,2,,,,only 2 ping(s) - not enough data to score reliably
212230000,EDT ARGONAUT,34.64493,33.0089,False,3,0.53,False,,
212267000,CONTSHIP  IVY,39.43207,-0.32035,False,5,1.97,False,signal gap of 923s,
212313000,VTS AMMOCHOSTOS,33.20204,34.29136,False,11,1.53,False,,
212319000,VTS KERYNEIA,34.7187,33.31829,True,2,,,,only 2 ping(s) - not enough data to score reliably
212585000,GIOACCHINO BACHETO,40.83366,14.29346,False,4,1.09,False,,
212624000,HIGHLAND GUARDIAN,31.6759,33.30918,False,13,1.14,False,,
212634000,SEMESCO,34.72162,33.30613,True,1,,,,only 1 ping(s) - not enough data to score reliably
212635000,EDT ARLENE II,34.64509,33.00908,False,5,1.24,False,signal gap of 727s,
212636000,HANNA,37.9795,6.56983,False,5,0.5,False,,
212643000,DIANA II,34.66976,33.04124,True,1,,,,only 1 ping(s) - not enough data to score reliably
212690000,CEMBROOK,38.05953,10.66829,False,11,0.89,False,,
212708000,LADY DOROTHEA,37.93009,23.68487,False,5,0.96,False,,
212717000,OLVIA,34.25157,33.34809,False,12,0.95,False,,
212769000,MAGIC 3,37.79122,23.57763,False,9,1.42,False,,
212781000,SIRIOS CEMENT V,39.54948,2.63728,False,3,1.5,False,signal gap of 1082s,
212805000,ROSALIND FRANKLIN,41.13827,2.15488,False,19,1.38,False,implied speed of 54 kts between pings (physically implausible),
212872000,,34.6549,33.01763,True,1,,,,only 1 ping(s) - not enough data to score reliably
212886000,P & O CYPRIA,34.65338,33.0209,False,5,1.85,False,sharp turn of 178 deg (while moving),
212912000,EUROCHAMPION JET,37.8153,23.67787,False,18,1.7,False,,
212983032,,34.97401,34.0771,True,1,,,,only 1 ping(s) - not enough data to score reliably
212983061,SAIL AWAY,34.67085,33.04316,False,3,0.86,False,,
212983072,SS ATLANTIS,34.66604,33.03151,False,5,1.14,False,signal gap of 734s,
212983090,WINDTECH,34.66876,33.04068,False,6,0.62,False,,
212983117,DIANA,34.66969,33.04077,False,4,0.75,False,,
212983156,,34.98198,34.00388,True,1,,,,only 1 ping(s) - not enough data to score reliably
212983164,,34.96134,34.08906,True,2,,,,only 2 ping(s) - not enough data to score reliably
215000069,W EXPLORER,43.69475,7.28517,False,5,0.98,False,,
215000165,PREFERENCE 19,43.56258,7.11322,False,4,1.15,False,signal gap of 743s,
215000173,RIZZ,39.5622,2.62865,False,5,1.09,False,,
215000459,,38.84003,0.1199,True,1,,,,only 1 ping(s) - not enough data to score reliably
215000698,SOULMATE,40.56147,14.23808,True,2,,,,only 2 ping(s) - not enough data to score reliably
215000721,LADY AMANDA,43.73674,7.42659,False,4,1.86,False,signal gap of 1261s,
215000725,MY ABACO,43.58612,7.1273,False,4,1.35,False,signal gap of 892s,
215000794,CS10 MARE,39.55676,2.62679,False,4,1.62,False,signal gap of 1083s,
215000801,KIWA,39.54758,2.3864,False,3,0.75,False,,
215000821,MOJOH SEVEN,44.53379,14.46776,False,4,1.01,False,signal gap of 728s,
215000858,LADY CHIARA,43.73676,7.42341,True,1,,,,only 1 ping(s) - not enough data to score reliably
215020000,MICHIGAN,41.23742,19.38974,False,3,0.84,False,,
215057000,VALCADORE,37.88992,23.04787,True,1,,,,only 1 ping(s) - not enough data to score reliably
215072000,VALGARDENA,44.3879,8.84955,True,2,,,,only 2 ping(s) - not enough data to score reliably
215086000,DEFNE BAYRAK,45.32849,12.42277,True,1,,,,only 1 ping(s) - not enough data to score reliably
215100000,MOKA,38.78719,1.37213,False,5,1.2,False,,
215200000,STARBURST III,43.73668,7.42353,True,2,,,,only 2 ping(s) - not enough data to score reliably
215232000,SEA BUFFALO,37.49948,15.10042,True,2,,,,only 2 ping(s) - not enough data to score reliably
215241000,AZRA THERESA,41.03673,2.83022,False,9,1.28,False,,
215286000,ARCHELON,39.55957,2.63005,False,8,0.84,False,,
215308000,PLUM,41.3532,9.27212,True,1,,,,only 1 ping(s) - not enough data to score reliably
215309000,FANAMAX,39.69416,2.41651,True,1,,,,only 1 ping(s) - not enough data to score reliably
215353000,FATSA,37.93926,23.66932,False,5,0.66,False,,
215388000,PAX II,42.12746,11.59282,False,10,0.69,False,,
215402000,MED EMRE,43.53908,10.27928,False,15,1.38,False,,
215418000,JEAN PIERRE A,36.71444,34.76121,True,2,,,,only 2 ping(s) - not enough data to score reliably
215419000,CRISTINA A,37.56529,16.98948,False,10,0.89,False,,
215421000,CINZIA A,45.35429,12.45908,False,4,0.9,False,,
215424000,ONUR G A,33.37044,33.28237,False,12,0.99,False,,
215427000,MY BEATRIX,41.98111,8.60275,False,13,0.97,False,,
215443000,MA,40.41491,4.21497,False,6,1.13,False,,
215451000,ADESA,41.91945,8.74045,False,5,1.73,False,signal gap of 1089s,
215455000,TONIC BLUE,40.8265,14.22423,True,2,,,,only 2 ping(s) - not enough data to score reliably
215484000,SEVERIN'S,40.69465,14.47673,False,4,0.63,False,,
215491000,LAMMOUCHE,39.56235,2.35129,True,2,,,,only 2 ping(s) - not enough data to score reliably
215510000,SPARTO,37.09385,6.86565,True,2,,,,only 2 ping(s) - not enough data to score reliably
215523000,MY WAY V,43.56521,7.07866,False,5,0.82,False,,
215529000,L'ALBATROS,43.5873,7.12346,False,4,1.38,False,signal gap of 909s,
215548000,FABIO DUO',44.39093,8.91064,False,5,0.91,False,,
215556000,GHOST,41.36493,2.18661,False,3,1.14,False,signal gap of 755s,
215557000,MASSIENN,43.73624,7.42497,False,6,0.98,False,,
215586000,WILD ORCHID 1,43.58705,7.12382,False,3,1.36,False,signal gap of 900s,
215587000,NEPTUNE ITHAKI,42.32482,16.16919,False,12,0.94,False,,
215588000,NEPTUNE KEFALONIA,45.55135,13.73577,False,4,1.12,False,signal gap of 725s,
215633000,SOLITAIRE OF SURAMA,37.95446,20.6988,False,11,1.11,False,,
215640000,GSL CHATEAU D'IF,31.44542,29.76993,True,1,,,,only 1 ping(s) - not enough data to score reliably
215641000,ROCCO,43.6351,7.13962,True,2,,,,only 2 ping(s) - not enough data to score reliably
215642000,GITANES,43.04024,6.16273,True,2,,,,only 2 ping(s) - not enough data to score reliably
215660000,LADY ANN MAGEE,43.73661,7.4238,True,2,,,,only 2 ping(s) - not enough data to score reliably
215683000,MED SERHAT,41.3348,2.1932,False,6,0.87,False,,
215688000,JOSEPHINE I,43.52344,6.94651,True,2,,,,only 2 ping(s) - not enough data to score reliably
215703000,SERENA M,37.21072,15.21214,True,1,,,,only 1 ping(s) - not enough data to score reliably
215719000,KIKI V,39.55764,2.62961,False,3,1.86,False,signal gap of 1260s,
215725000,BARENTS,38.38912,20.69944,True,1,,,,only 1 ping(s) - not enough data to score reliably
215763000,ADVA,41.58955,9.28528,False,3,0.53,False,,
215780000,,37.99832,23.42024,True,1,,,,only 1 ping(s) - not enough data to score reliably
215796000,NORD AGANO,31.60068,31.76685,True,2,,,,only 2 ping(s) - not enough data to score reliably
215803000,M/Y ALEGRIA II,43.58454,7.12618,False,4,1.12,False,signal gap of 721s,
215872000,IEVOLI STAR,44.05661,8.94206,False,14,1.31,False,,
215902000,AVENIR ASPIRATION,40.54513,1.67901,False,11,0.72,False,,
215912000,NEPTUNE OKEANIS,42.49905,6.84542,False,4,0.92,False,,
215924000,GEA,37.21282,15.20569,True,1,,,,only 1 ping(s) - not enough data to score reliably
215951000,ARADOS,43.54813,7.11106,False,18,1.34,False,,
215958000,HISTRIA PERLA,42.12352,11.72896,False,3,0.5,False,,
215974000,SY CONSTANTER,44.22338,9.46214,True,1,,,,only 1 ping(s) - not enough data to score reliably
215975000,LA LUNA,41.23091,9.45164,False,5,1.16,False,,
218005180,OCEAN 1,37.916,12.38976,False,5,1.67,False,,
218007160,NESSAJA,45.53547,13.6544,True,2,,,,only 2 ping(s) - not enough data to score reliably
218009560,EDEN,39.54201,2.38269,False,3,1.03,False,signal gap of 743s,
218011100,,43.70929,7.33762,True,2,,,,only 2 ping(s) - not enough data to score reliably
218013500,APRICITY,39.55796,2.62667,False,3,1.04,False,signal gap of 751s,
